availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,5-MINUTE MAGIC,,youtube,science,7.34,,29 SCIENCE TRICKS that look like real MAGIC,https://www.youtube.com/watch?v=NCjf6og4qHk,NCjf6og4qHk,ERROR: [youtube] NCjf6og4qHk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,CrunchLabs and Mark Rober,,youtube,science,7.19,,Revealing 5 Secret Magic Tricks With Science,https://www.youtube.com/watch?v=02k8vRi5f_I,02k8vRi5f_I,ERROR: [youtube] 02k8vRi5f_I: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,CrunchLabs and Mark Rober,,youtube,science,7.47,,5 Easy At Home Science Experiments w/ Mark Rober,https://www.youtube.com/watch?v=ekUbBot8tDA,ekUbBot8tDA,ERROR: [youtube] ekUbBot8tDA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Inventor 101,,youtube,science,7.56,,40 Science Experiments - Experiments You Can Do at Home Compilation by Inventor 101,https://www.youtube.com/watch?v=_ZizKQqHNgI,_ZizKQqHNgI,ERROR: [youtube] _ZizKQqHNgI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,VisioNil,,youtube,science,7.51,,20 AMAZING SCIENCE EXPERIMENTS Compilation At Home,https://www.youtube.com/watch?v=s87FhnwMcD0,s87FhnwMcD0,ERROR: [youtube] s87FhnwMcD0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Sleepy Science Channel,,youtube,science,7.13,,The Most Relaxing Facts About Extreme Astronomy to Fall Asleep To,https://www.youtube.com/watch?v=D6M128PGshg,D6M128PGshg,ERROR: [youtube] D6M128PGshg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Paisley's Corner - Educational Videos for Kids,,youtube,science,7.46,,Fun Science for Kids with Silly Miss Lily & Paisley! 2+ Hours of STEM Learning | FUN Videos for Kids,https://www.youtube.com/watch?v=8iP53DVLiwM,8iP53DVLiwM,ERROR: [youtube] 8iP53DVLiwM: This video is not available,False
,Some Guy Who Knows Stuff,,youtube,science,8.56,,Questions That Science Still Can’t Explain,https://www.youtube.com/watch?v=XVQdhpwO75g,XVQdhpwO75g,ERROR: [youtube] XVQdhpwO75g: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Veritasium,,youtube,science,7.25,,We've Been Using The Wrong Science In Court For 50 years,https://www.youtube.com/watch?v=mvcesPWvUIc,mvcesPWvUIc,ERROR: [youtube] mvcesPWvUIc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ABC Science and ABC Australia,,youtube,science,7.25,,The Professor Who Taught People How To Think (1962),https://www.youtube.com/watch?v=rBN5SWCReJQ,rBN5SWCReJQ,ERROR: [youtube] rBN5SWCReJQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ARY News,,youtube,news,7.24,,🔴 ARY NEWS LIVE | Latest Pakistan News 𝟐𝟒/𝟕 | Headlines - Bulletins - Breaking News - Latest Updates,https://www.youtube.com/watch?v=5FW9ZVMR_7M,5FW9ZVMR_7M,ERROR: [youtube] 5FW9ZVMR_7M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fun Science,,youtube,science,7.57,,100 EASY SCIENCE EXPERIMENTS with Explanation - PART 1 (1-50),https://www.youtube.com/watch?v=t8pcKyc3XbM,t8pcKyc3XbM,ERROR: [youtube] t8pcKyc3XbM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,9 News Australia,,youtube,news,7.31,,Sinking apartment complex costs owners hefty fee | 9 News Australia,https://www.youtube.com/watch?v=NmYoG4UzlJk,NmYoG4UzlJk,ERROR: [youtube] NmYoG4UzlJk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Entertainment Tonight,,youtube,news,7.02,,Maria Bartiromo Speaks Out After Fox News Firing: Her CRYPTIC Message to Viewers,https://www.youtube.com/watch?v=P1aEOfjMvRs,P1aEOfjMvRs,ERROR: [youtube] P1aEOfjMvRs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Geo News,,youtube,news,7.27,,Saudi Arabia quits China-led cross-border currency platform | Geo News 2PM Headlines 20 Sept 2026,https://www.youtube.com/watch?v=JjF0kPG9V7Y,JjF0kPG9V7Y,ERROR: [youtube] JjF0kPG9V7Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,E! News,,youtube,news,6.85,,Kim Kardashian Shares Esophagitis Diagnosis Related to Dad's Cancer | E! News,https://www.youtube.com/watch?v=gPOOfUxvc0w,gPOOfUxvc0w,ERROR: [youtube] gPOOfUxvc0w: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Geo News,,youtube,news,7.36,,"Pakistan, Türkiye Take Action on Saudi Defense Needs | 6 AM GEO News Headlines | 20th Sep 2026",https://www.youtube.com/watch?v=PF1qCKultVc,PF1qCKultVc,ERROR: [youtube] PF1qCKultVc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ABC News,,youtube,news,7.61,,"ABC World News Tonight with David Muir Full Broadcast - Sept. 8, 2026",https://www.youtube.com/watch?v=R1t8Cwq2CLg,R1t8Cwq2CLg,ERROR: [youtube] R1t8Cwq2CLg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,7NEWS Australia,,youtube,news,7.23,,Security scare on Melbourne to Doha flight | 7NEWS,https://www.youtube.com/watch?v=FW9rShB45Gg,FW9rShB45Gg,ERROR: [youtube] FW9rShB45Gg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,CBC News,,youtube,news,7.28,,I’ve tracked El Niño for years. I’ve never seen this before,https://www.youtube.com/watch?v=9OixPlkyrhc,9OixPlkyrhc,ERROR: [youtube] 9OixPlkyrhc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,FOX 5 Atlanta,,youtube,news,7.23,,Georgia steakhouse kitchen footage goes viral | FOX 5 News,https://www.youtube.com/watch?v=qyqvSG2GDHc,qyqvSG2GDHc,ERROR: [youtube] qyqvSG2GDHc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,9 News Australia,,youtube,news,7.3,,Woolworths staff caught on camera 'scoping out' rival IGA store | 9 News Australia,https://www.youtube.com/watch?v=X4RRkb0gx_8,X4RRkb0gx_8,ERROR: [youtube] X4RRkb0gx_8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ABC News,,youtube,news,7.07,,"ABC World News Tonight with David Muir Full Broadcast - Sept. 10, 2026",https://www.youtube.com/watch?v=jUkT0JL0Cjg,jUkT0JL0Cjg,ERROR: [youtube] jUkT0JL0Cjg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ABC News,,youtube,news,7.23,,"ABC World News Tonight with David Muir Full Broadcast - Sept. 13, 2026",https://www.youtube.com/watch?v=BnXFSnFSw6E,BnXFSnFSw6E,ERROR: [youtube] BnXFSnFSw6E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,9 News Australia,,youtube,news,7.53,,Council garden decision leaves residents plucked | 9 News Australia,https://www.youtube.com/watch?v=NatBsyY5u2k,NatBsyY5u2k,ERROR: [youtube] NatBsyY5u2k: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Toxic,,youtube,travel,7.46,,Travel To HYD✈️For BMSD 2026 | GoSolo Rapid Chaos Esports♥️,https://www.youtube.com/watch?v=jK8QMX7zge4,jK8QMX7zge4,ERROR: [youtube] jK8QMX7zge4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Tim Janis,,youtube,nature,7.41,,"Switzerland  AMAZING Beautiful Nature with Soothing Relaxing Music, 4k Ultra HD by Tim Janis",https://www.youtube.com/watch?v=QVGwC-tywO4,QVGwC-tywO4,ERROR: [youtube] QVGwC-tywO4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Eureka Travel Explorer,,youtube,travel,7.95,,The Real Bali Most People Miss | 4K Travel Documentary,https://www.youtube.com/watch?v=sY6BGVE-PBE,sY6BGVE-PBE,ERROR: [youtube] sY6BGVE-PBE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Relaxation Film,,youtube,nature,7.8,,The Ocean (4K UltraHD)- Relaxation Film - Peaceful Relaxing Music - 4k Video UltraHD,https://www.youtube.com/watch?v=YFmV_MRSD7M,YFmV_MRSD7M,ERROR: [youtube] YFmV_MRSD7M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,8K VISION,,youtube,nature,7.51,,Unreal Nature Moments You’ve Never Seen | 4K HDR 60FPS (Dolby Vision),https://www.youtube.com/watch?v=VFAiX5UluU4,VFAiX5UluU4,ERROR: [youtube] VFAiX5UluU4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Nature Paradise and 3 more,,youtube,nature,7.64,,"Calming Music for the Nervous System 🌿 Relaxing Music & Nature Sounds for Sleeping, Stress Relief",https://www.youtube.com/watch?v=ZYEQiFxnYFg,ZYEQiFxnYFg,ERROR: [youtube] ZYEQiFxnYFg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Nature Relaxation Films,,youtube,nature,7.68,,11 HOURS Stunning 4K Underwater footage + Music | Nature Relaxation™ Rare & Colorful Sea Life Video,https://www.youtube.com/watch?v=G52dUQLxPzg,G52dUQLxPzg,ERROR: [youtube] G52dUQLxPzg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Scenic Peace,,youtube,nature,7.32,,National Parks 4K Scenic Peace Relaxation Film (Calming Music),https://www.youtube.com/watch?v=q2_c2_WfJFg,q2_c2_WfJFg,ERROR: [youtube] q2_c2_WfJFg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
